turns,responses,turn_1_prompt,turn_1_instruction_id_list,turn_1_kwargs,turn_2_prompt,turn_2_instruction_id_list,turn_2_kwargs,turn_3_prompt,turn_3_instruction_id_list,turn_3_kwargs,key,turn_index,language
,,"{""role"": ""user"", ""content"": ""May name is Naomi. Write a blog post in my name for the canucks hockey team about why they need to be more mindful about their environments. End the blog post with \""Naomi thanks you for reading.\"" No other words should follow this phrase. This phrase should be the very end of your entire response.""}","[""startend:end_checker""]","[""{\""end_phrase\"": \""Naomi thanks you for reading.\""}""]","{""role"": ""user"", ""content"": ""The result should contain exactly 6 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""startend:end_checker"", ""length_constraints:number_paragraphs""]","[""{\""end_phrase\"": \""Naomi thanks you for reading.\""}"", ""{\""num_paragraphs\"": 6}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: responsibility, green, sustainability.""}","[""startend:end_checker"", ""length_constraints:number_paragraphs"", ""keywords:forbidden_words""]","[""{\""end_phrase\"": \""Naomi thanks you for reading.\""}"", ""{\""num_paragraphs\"": 6}"", ""{\""forbidden_words\"": [\""responsibility\"", \""green\"", \""sustainability\""]}""]",3203:5:en,0,English
,,"{""role"": ""user"", ""content"": ""May name is Naomi. Write a blog post in my name for the canucks hockey team about why they need to be more mindful about their environments. End the blog post with \""Naomi thanks you for reading.\"" No other words should follow this phrase. This phrase should be the very end of your entire response.""}","[""startend:end_checker""]","[""{\""end_phrase\"": \""Naomi thanks you for reading.\""}""]","{""role"": ""user"", ""content"": ""The response should contain less than 17 sentences.""}","[""startend:end_checker"", ""length_constraints:number_sentences""]","[""{\""end_phrase\"": \""Naomi thanks you for reading.\""}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 17}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: recycling, climate, community.""}","[""startend:end_checker"", ""length_constraints:number_sentences"", ""keywords:forbidden_words""]","[""{\""end_phrase\"": \""Naomi thanks you for reading.\""}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 17}"", ""{\""forbidden_words\"": [\""recycling\"", \""climate\"", \""community\""]}""]",3203:7:en,0,English
,,"{""role"": ""user"", ""content"": ""Compose a startup pitch on a new app called Tipperary that helps people to find the average tip size for each restaurant. Please make the response strongly structured. Wrap your entire output in JSON format.""}","[""detectable_format:json_format""]","[""{}""]","{""role"": ""user"", ""content"": ""The result should contain exactly 2 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""detectable_format:json_format"", ""length_constraints:number_paragraphs""]","[""{}"", ""{\""num_paragraphs\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should include the word restaurants less than 2 times.""}","[""detectable_format:json_format"", ""length_constraints:number_paragraphs"", ""keywords:frequency""]","[""{}"", ""{\""num_paragraphs\"": 2}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""restaurants\"", \""frequency\"": 2}""]",321:5:en,0,English
,,"{""role"": ""user"", ""content"": ""Compose a startup pitch on a new app called Tipperary that helps people to find the average tip size for each restaurant. Please make the response strongly structured. Wrap your entire output in JSON format.""}","[""detectable_format:json_format""]","[""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: location, service, calculate.""}","[""detectable_format:json_format"", ""keywords:existence""]","[""{}"", ""{\""keywords\"": [\""location\"", \""service\"", \""calculate\""]}""]","{""role"": ""user"", ""content"": ""The text should contain less than 200 words.""}","[""detectable_format:json_format"", ""keywords:existence"", ""length_constraints:number_words""]","[""{}"", ""{\""keywords\"": [\""location\"", \""service\"", \""calculate\""]}"", ""{\""relation\"": \""less than\"", \""num_words\"": 200}""]",321:15:en,0,English
,,"{""role"": ""user"", ""content"": ""Plan a 2 week Europe trip and visit London, Paris, and Rome. Answer in all caps. The response must contain at least 8 placeholders (i.e., [restaurant]).""}","[""detectable_content:number_placeholders""]","[""{\""num_placeholders\"": 8}""]","{""role"": ""user"", ""content"": ""Your response should include the word shopping at least 2 times.""}","[""detectable_content:number_placeholders"", ""keywords:frequency""]","[""{\""num_placeholders\"": 8}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""shopping\"", \""frequency\"": 2}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""detectable_content:number_placeholders"", ""keywords:frequency"", ""detectable_format:title""]","[""{\""num_placeholders\"": 8}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""shopping\"", \""frequency\"": 2}"", ""{}""]",3221:0:en,0,English
,,"{""role"": ""user"", ""content"": ""Write an interesting riddle that uses math notation.\n\nFirst repeat the request word for word without change, then give your answer. Do not say any word before repeating the request.""}","[""combination:repeat_prompt""]","[""{\""prompt_to_repeat\"": \""Write an interesting riddle that uses math notation.\""}""]","{""role"": ""user"", ""content"": ""Your response should have less than 10 sentences.""}","[""combination:repeat_prompt"", ""length_constraints:number_sentences""]","[""{\""prompt_to_repeat\"": \""Write an interesting riddle that uses math notation.\""}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 10}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""combination:repeat_prompt"", ""length_constraints:number_sentences"", ""startend:quotation""]","[""{\""prompt_to_repeat\"": \""Write an interesting riddle that uses math notation.\""}"", ""{\""relation\"": \""less than\"", \""num_sentences\"": 10}"", ""{}""]",3224:7:en,0,English
,,"{""role"": ""user"", ""content"": ""Write an interesting riddle that uses math notation.\n\nFirst repeat the request word for word without change, then give your answer. Do not say any word before repeating the request.""}","[""combination:repeat_prompt""]","[""{\""prompt_to_repeat\"": \""Write an interesting riddle that uses math notation.\""}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""combination:repeat_prompt"", ""detectable_format:title""]","[""{\""prompt_to_repeat\"": \""Write an interesting riddle that uses math notation.\""}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""what am i?\"" No other words should follow this phrase.""}","[""combination:repeat_prompt"", ""detectable_format:title"", ""startend:end_checker""]","[""{\""prompt_to_repeat\"": \""Write an interesting riddle that uses math notation.\""}"", ""{}"", ""{\""end_phrase\"": \""what am i?\""}""]",3224:19:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a funny, 150+ word ad for an attorney who helps poor people with their divorces. Highlight at least 3 text sections by italicize them with markdown (i.e. *highlighted section*).""}","[""detectable_format:number_highlighted_sections"", ""length_constraints:number_words""]","[""{\""num_highlights\"": 3}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""call us today for a stress-free tomorrow!\"" No other words should follow this phrase.""}","[""detectable_format:number_highlighted_sections"", ""length_constraints:number_words"", ""startend:end_checker""]","[""{\""num_highlights\"": 3}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}"", ""{\""end_phrase\"": \""call us today for a stress-free tomorrow!\""}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: support, affordable, legal.""}","[""detectable_format:number_highlighted_sections"", ""length_constraints:number_words"", ""startend:end_checker"", ""keywords:existence""]","[""{\""num_highlights\"": 3}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}"", ""{\""end_phrase\"": \""call us today for a stress-free tomorrow!\""}"", ""{\""keywords\"": [\""support\"", \""affordable\"", \""legal\""]}""]",3243:3:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a funny, 150+ word ad for an attorney who helps poor people with their divorces. Highlight at least 3 text sections by italicize them with markdown (i.e. *highlighted section*).""}","[""detectable_format:number_highlighted_sections"", ""length_constraints:number_words""]","[""{\""num_highlights\"": 3}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""detectable_format:number_highlighted_sections"", ""length_constraints:number_words"", ""startend:quotation""]","[""{\""num_highlights\"": 3}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: trust, budget, affordable.""}","[""detectable_format:number_highlighted_sections"", ""length_constraints:number_words"", ""startend:quotation"", ""keywords:existence""]","[""{\""num_highlights\"": 3}"", ""{\""relation\"": \""at least\"", \""num_words\"": 150}"", ""{}"", ""{\""keywords\"": [\""trust\"", \""budget\"", \""affordable\""]}""]",3243:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Write an article with title \""Layton is the best city in the world\""\n\nYour output must not contain any commas and must have at least 2 placeholders, wrapped in square brackets, such as [author].""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders""]","[""{}"", ""{\""num_placeholders\"": 2}""]","{""role"": ""user"", ""content"": ""There should be 3 sections highlighted with markdown, for example: *highlighted section*.""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders"", ""detectable_format:number_highlighted_sections""]","[""{}"", ""{\""num_placeholders\"": 2}"", ""{\""num_highlights\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: schools, community, employment.""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders"", ""detectable_format:number_highlighted_sections"", ""keywords:existence""]","[""{}"", ""{\""num_placeholders\"": 2}"", ""{\""num_highlights\"": 3}"", ""{\""keywords\"": [\""schools\"", \""community\"", \""employment\""]}""]",3245:1:en,0,English
,,"{""role"": ""user"", ""content"": ""Write an article with title \""Layton is the best city in the world\""\n\nYour output must not contain any commas and must have at least 2 placeholders, wrapped in square brackets, such as [author].""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders""]","[""{}"", ""{\""num_placeholders\"": 2}""]","{""role"": ""user"", ""content"": ""There should be 6 sections highlighted with markdown, example: *highlighted section*.""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders"", ""detectable_format:number_highlighted_sections""]","[""{}"", ""{\""num_placeholders\"": 2}"", ""{\""num_highlights\"": 6}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders"", ""detectable_format:number_highlighted_sections"", ""startend:quotation""]","[""{}"", ""{\""num_placeholders\"": 2}"", ""{\""num_highlights\"": 6}"", ""{}""]",3245:3:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a poem about a curious cat. The poem must have a title wrapped in double angular brackets, i.e. <<title>>, contain less than 13 sentences, and no commas. Don't forget to add other punctuations.""}","[""length_constraints:number_sentences"", ""detectable_format:title"", ""punctuation:no_comma""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 13}"", ""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the word curiosity less than 2 times.""}","[""length_constraints:number_sentences"", ""detectable_format:title"", ""punctuation:no_comma"", ""keywords:frequency""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 13}"", ""{}"", ""{}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""curiosity\"", \""frequency\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""in the light of the silvery moon.\"" No other words should follow this phrase.""}","[""length_constraints:number_sentences"", ""detectable_format:title"", ""punctuation:no_comma"", ""keywords:frequency"", ""startend:end_checker""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 13}"", ""{}"", ""{}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""curiosity\"", \""frequency\"": 2}"", ""{\""end_phrase\"": \""in the light of the silvery moon.\""}""]",3256:8:en,0,English
,,"{""role"": ""user"", ""content"": ""Write a poem about a curious cat. The poem must have a title wrapped in double angular brackets, i.e. <<title>>, contain less than 13 sentences, and no commas. Don't forget to add other punctuations.""}","[""length_constraints:number_sentences"", ""detectable_format:title"", ""punctuation:no_comma""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 13}"", ""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the word mystery less than 2 times.""}","[""length_constraints:number_sentences"", ""detectable_format:title"", ""punctuation:no_comma"", ""keywords:frequency""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 13}"", ""{}"", ""{}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""mystery\"", \""frequency\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""in the light of the silvery moon.\"" No other words should follow this phrase.""}","[""length_constraints:number_sentences"", ""detectable_format:title"", ""punctuation:no_comma"", ""keywords:frequency"", ""startend:end_checker""]","[""{\""relation\"": \""less than\"", \""num_sentences\"": 13}"", ""{}"", ""{}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""mystery\"", \""frequency\"": 2}"", ""{\""end_phrase\"": \""in the light of the silvery moon.\""}""]",3256:9:en,0,English
,,"{""role"": ""user"", ""content"": ""Is \""jiang\"" a Chinese name? What are other names similar to \""jiang\""? Separate your two answers with ******""}","[""combination:two_responses""]","[""{}""]","{""role"": ""user"", ""content"": ""The text must contain at least 1200 words.""}","[""combination:two_responses"", ""length_constraints:number_words""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 1200}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""combination:two_responses"", ""length_constraints:number_words"", ""detectable_format:title""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 1200}"", ""{}""]",3263:14:en,0,English
,,"{""role"": ""user"", ""content"": ""Is \""jiang\"" a Chinese name? What are other names similar to \""jiang\""? Separate your two answers with ******""}","[""combination:two_responses""]","[""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""combination:two_responses"", ""detectable_format:title""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Wrap your whole response with double quotation marks.""}","[""combination:two_responses"", ""detectable_format:title"", ""startend:quotation""]","[""{}"", ""{}"", ""{}""]",3263:16:en,0,English
,,"{""role"": ""user"", ""content"": ""What's the difference between the Apple and Albania? Answer in email format. Your response must contain at least six placeholders which should be represented by square brackets like [name].""}","[""detectable_content:number_placeholders""]","[""{\""num_placeholders\"": 6}""]","{""role"": ""user"", ""content"": ""Your response should include the word economy less than 2 times.""}","[""detectable_content:number_placeholders"", ""keywords:frequency""]","[""{\""num_placeholders\"": 6}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""economy\"", \""frequency\"": 2}""]","{""role"": ""user"", ""content"": ""Your response should have 4 paragraphs and the 1-th paragraph should start with the word economy. The paragraphs should be separated by two new lines.""}","[""detectable_content:number_placeholders"", ""keywords:frequency"", ""length_constraints:nth_paragraph_first_word""]","[""{\""num_placeholders\"": 6}"", ""{\""relation\"": \""less than\"", \""keyword\"": \""economy\"", \""frequency\"": 2}"", ""{\""first_word\"": \""economy\"", \""num_paragraphs\"": 4, \""nth_paragraph\"": 1}""]",3280:8:en,0,English
,,"{""role"": ""user"", ""content"": ""What's the difference between the Apple and Albania? Answer in email format. Your response must contain at least six placeholders which should be represented by square brackets like [name].""}","[""detectable_content:number_placeholders""]","[""{\""num_placeholders\"": 6}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""detectable_content:number_placeholders"", ""detectable_format:title""]","[""{\""num_placeholders\"": 6}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should have 3 paragraphs and the 2-th paragraph should start with the word language. The paragraphs should be separated by two new lines.""}","[""detectable_content:number_placeholders"", ""detectable_format:title"", ""length_constraints:nth_paragraph_first_word""]","[""{\""num_placeholders\"": 6}"", ""{}"", ""{\""first_word\"": \""language\"", \""num_paragraphs\"": 3, \""nth_paragraph\"": 2}""]",3280:19:en,0,English
,,"{""role"": ""user"", ""content"": ""Write cover letters for a job application. It is for an assistant professor position. Provide exactly two versions and separate them with six asterisk symbols:\n\nCover letter version 1\n******\nCover letter version 2\n\nAlso, refrain from using commas in your response.""}","[""combination:two_responses"", ""punctuation:no_comma""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""combination:two_responses"", ""punctuation:no_comma"", ""detectable_format:title""]","[""{}"", ""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should not include the following words: collaboration, university, field.""}","[""combination:two_responses"", ""punctuation:no_comma"", ""detectable_format:title"", ""keywords:forbidden_words""]","[""{}"", ""{}"", ""{}"", ""{\""forbidden_words\"": [\""collaboration\"", \""university\"", \""field\""]}""]",3281:13:en,0,English
,,"{""role"": ""user"", ""content"": ""Write cover letters for a job application. It is for an assistant professor position. Provide exactly two versions and separate them with six asterisk symbols:\n\nCover letter version 1\n******\nCover letter version 2\n\nAlso, refrain from using commas in your response.""}","[""combination:two_responses"", ""punctuation:no_comma""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""The text should contain at least 350 words.""}","[""combination:two_responses"", ""punctuation:no_comma"", ""length_constraints:number_words""]","[""{}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 350}""]","{""role"": ""user"", ""content"": ""I want the entire response wrapped in JSON format. Do not add any words outside of the JSON block.""}","[""combination:two_responses"", ""punctuation:no_comma"", ""length_constraints:number_words"", ""detectable_format:json_format""]","[""{}"", ""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 350}"", ""{}""]",3281:17:en,0,English
,,"{""role"": ""user"", ""content"": ""Write two poems, all about the joy of having dyed hair. Separate the two poems like below:\nPoem 1\n******\nPoem 2\n\nYour entire output should have at least 300 words.""}","[""combination:two_responses"", ""length_constraints:number_words""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 300}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""combination:two_responses"", ""length_constraints:number_words"", ""detectable_format:title""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 300}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: beauty, transformation, vibrant.""}","[""combination:two_responses"", ""length_constraints:number_words"", ""detectable_format:title"", ""keywords:existence""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 300}"", ""{}"", ""{\""keywords\"": [\""beauty\"", \""transformation\"", \""vibrant\""]}""]",3287:1:en,0,English
,,"{""role"": ""user"", ""content"": ""Write two poems, all about the joy of having dyed hair. Separate the two poems like below:\nPoem 1\n******\nPoem 2\n\nYour entire output should have at least 300 words.""}","[""combination:two_responses"", ""length_constraints:number_words""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 300}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""and in every strand, a story untold, colors bold.\"" No other words should follow this phrase.""}","[""combination:two_responses"", ""length_constraints:number_words"", ""startend:end_checker""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 300}"", ""{\""end_phrase\"": \""and in every strand, a story untold, colors bold.\""}""]","{""role"": ""user"", ""content"": ""Your response should include the word beauty at least 2 times.""}","[""combination:two_responses"", ""length_constraints:number_words"", ""startend:end_checker"", ""keywords:frequency""]","[""{}"", ""{\""relation\"": \""at least\"", \""num_words\"": 300}"", ""{\""end_phrase\"": \""and in every strand, a story untold, colors bold.\""}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""beauty\"", \""frequency\"": 2}""]",3287:7:en,0,English
,,"{""role"": ""user"", ""content"": ""Give me 5 Q and As, following the following format:\n\n\""\nQ & A # 1\n***\nQ & A # 2\n***\nQ & A # 3\n***\nQ & A # 4\n***\nQ & A # 5\n\""\n\nWrap your entire response with double quotation marks.""}","[""length_constraints:number_paragraphs"", ""startend:quotation""]","[""{\""num_paragraphs\"": 5}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: information, clarification, fact.""}","[""length_constraints:number_paragraphs"", ""startend:quotation"", ""keywords:existence""]","[""{\""num_paragraphs\"": 5}"", ""{}"", ""{\""keywords\"": [\""information\"", \""clarification\"", \""fact\""]}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""length_constraints:number_paragraphs"", ""startend:quotation"", ""keywords:existence"", ""detectable_format:title""]","[""{\""num_paragraphs\"": 5}"", ""{}"", ""{\""keywords\"": [\""information\"", \""clarification\"", \""fact\""]}"", ""{}""]",3294:2:en,0,English
,,"{""role"": ""user"", ""content"": ""Students are travelling to UCI for 3 days. Create a hilarious itinerary for them. Do not use the word 'university'. Your entire response should have exactly 4 paragraphs.  Separate paragraphs with the markdown divider: ***""}","[""length_constraints:number_paragraphs"", ""keywords:forbidden_words""]","[""{\""num_paragraphs\"": 4}"", ""{\""forbidden_words\"": [\""university\""]}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""and thus, they ended their whimsical escapade with sandy toes and joyous hearts.\"" No other words should follow this phrase.""}","[""length_constraints:number_paragraphs"", ""keywords:forbidden_words"", ""startend:end_checker""]","[""{\""num_paragraphs\"": 4}"", ""{\""forbidden_words\"": [\""university\""]}"", ""{\""end_phrase\"": \""and thus, they ended their whimsical escapade with sandy toes and joyous hearts.\""}""]","{""role"": ""user"", ""content"": ""I want the entire response wrapped in JSON format. Do not add any words outside of the JSON block.""}","[""length_constraints:number_paragraphs"", ""keywords:forbidden_words"", ""startend:end_checker"", ""detectable_format:json_format""]","[""{\""num_paragraphs\"": 4}"", ""{\""forbidden_words\"": [\""university\""]}"", ""{\""end_phrase\"": \""and thus, they ended their whimsical escapade with sandy toes and joyous hearts.\""}"", ""{}""]",3315:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Students are travelling to UCI for 3 days. Create a hilarious itinerary for them. Do not use the word 'university'. Your entire response should have exactly 4 paragraphs.  Separate paragraphs with the markdown divider: ***""}","[""length_constraints:number_paragraphs"", ""keywords:forbidden_words""]","[""{\""num_paragraphs\"": 4}"", ""{\""forbidden_words\"": [\""university\""]}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""and thus, they ended their whimsical escapade with sandy toes and joyous hearts.\"" No other words should follow this phrase.""}","[""length_constraints:number_paragraphs"", ""keywords:forbidden_words"", ""startend:end_checker""]","[""{\""num_paragraphs\"": 4}"", ""{\""forbidden_words\"": [\""university\""]}"", ""{\""end_phrase\"": \""and thus, they ended their whimsical escapade with sandy toes and joyous hearts.\""}""]",,,,3315:7:en,0,English
,,"{""role"": ""user"", ""content"": ""Rewrite the sentence \""A bust of a man with a beard and mustache.\"" in a more sophisticated way. Do not use commas in your response.""}","[""punctuation:no_comma""]","[""{}""]","{""role"": ""user"", ""content"": ""You should provide two responses. Separate your two responses with six asterisks (******)""}","[""punctuation:no_comma"", ""combination:two_responses""]","[""{}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should include the word crafted at least 10 times.""}","[""punctuation:no_comma"", ""combination:two_responses"", ""keywords:frequency""]","[""{}"", ""{}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""crafted\"", \""frequency\"": 10}""]",3323:4:en,0,English
,,"{""role"": ""user"", ""content"": ""Rewrite the sentence \""A bust of a man with a beard and mustache.\"" in a more sophisticated way. Do not use commas in your response.""}","[""punctuation:no_comma""]","[""{}""]","{""role"": ""user"", ""content"": ""There should be 3 sections highlighted with markdown, for example: *highlighted section*.""}","[""punctuation:no_comma"", ""detectable_format:number_highlighted_sections""]","[""{}"", ""{\""num_highlights\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should include the word bronze at least 2 times.""}","[""punctuation:no_comma"", ""detectable_format:number_highlighted_sections"", ""keywords:frequency""]","[""{}"", ""{\""num_highlights\"": 3}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""bronze\"", \""frequency\"": 2}""]",3323:5:en,0,English
,,"{""role"": ""user"", ""content"": ""Hey! I need a rubric for evaluating the performance and price of a laptop. Can you create an example for me? Do not give me any bullet points, lists, or tables. Just write the rubric in plain English paragraphs. I'd like your response to be at least 30 sentences long.""}","[""length_constraints:number_sentences""]","[""{\""relation\"": \""at least\"", \""num_sentences\"": 30}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""this comprehensive approach ensures a balanced evaluation of both performance and cost-effectiveness.\"" No other words should follow this phrase.""}","[""length_constraints:number_sentences"", ""startend:end_checker""]","[""{\""relation\"": \""at least\"", \""num_sentences\"": 30}"", ""{\""end_phrase\"": \""this comprehensive approach ensures a balanced evaluation of both performance and cost-effectiveness.\""}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: battery, speed, storage.""}","[""length_constraints:number_sentences"", ""startend:end_checker"", ""keywords:existence""]","[""{\""relation\"": \""at least\"", \""num_sentences\"": 30}"", ""{\""end_phrase\"": \""this comprehensive approach ensures a balanced evaluation of both performance and cost-effectiveness.\""}"", ""{\""keywords\"": [\""battery\"", \""speed\"", \""storage\""]}""]",3329:6:en,0,English
,,"{""role"": ""user"", ""content"": ""Hey! I need a rubric for evaluating the performance and price of a laptop. Can you create an example for me? Do not give me any bullet points, lists, or tables. Just write the rubric in plain English paragraphs. I'd like your response to be at least 30 sentences long.""}","[""length_constraints:number_sentences""]","[""{\""relation\"": \""at least\"", \""num_sentences\"": 30}""]","{""role"": ""user"", ""content"": ""Your response should include the following keywords: criteria, storage, graphics.""}","[""length_constraints:number_sentences"", ""keywords:existence""]","[""{\""relation\"": \""at least\"", \""num_sentences\"": 30}"", ""{\""keywords\"": [\""criteria\"", \""storage\"", \""graphics\""]}""]","{""role"": ""user"", ""content"": ""Your response should end with the exact phrase: \""this comprehensive approach ensures a balanced evaluation of both performance and cost-effectiveness.\"" No other words should follow this phrase.""}","[""length_constraints:number_sentences"", ""keywords:existence"", ""startend:end_checker""]","[""{\""relation\"": \""at least\"", \""num_sentences\"": 30}"", ""{\""keywords\"": [\""criteria\"", \""storage\"", \""graphics\""]}"", ""{\""end_phrase\"": \""this comprehensive approach ensures a balanced evaluation of both performance and cost-effectiveness.\""}""]",3329:14:en,0,English
,,"{""role"": ""user"", ""content"": ""I need to write a research proposal for a project on the effects of social media on the mental health of teenagers. Please only write short sentences, and don't use any commas in your entire response. Include at least five placeholder represented by square brackets, such as [website].""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders""]","[""{}"", ""{\""num_placeholders\"": 5}""]","{""role"": ""user"", ""content"": ""The output should contain exactly 3 paragraphs. The paragraphs should be separated by the markdown divider: ***.""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders"", ""length_constraints:number_paragraphs""]","[""{}"", ""{\""num_placeholders\"": 5}"", ""{\""num_paragraphs\"": 3}""]","{""role"": ""user"", ""content"": ""Your response should include the word comparison at least 2 times.""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders"", ""length_constraints:number_paragraphs"", ""keywords:frequency""]","[""{}"", ""{\""num_placeholders\"": 5}"", ""{\""num_paragraphs\"": 3}"", ""{\""relation\"": \""at least\"", \""keyword\"": \""comparison\"", \""frequency\"": 2}""]",3350:10:en,0,English
,,"{""role"": ""user"", ""content"": ""I need to write a research proposal for a project on the effects of social media on the mental health of teenagers. Please only write short sentences, and don't use any commas in your entire response. Include at least five placeholder represented by square brackets, such as [website].""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders""]","[""{}"", ""{\""num_placeholders\"": 5}""]","{""role"": ""user"", ""content"": ""The result must contain a title wrapped in double angular brackets, i.e. <<title>>.""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders"", ""detectable_format:title""]","[""{}"", ""{\""num_placeholders\"": 5}"", ""{}""]","{""role"": ""user"", ""content"": ""Your response should have 2 paragraphs and the 1-th paragraph should start with the word platforms. The paragraphs should be separated by two new lines.""}","[""punctuation:no_comma"", ""detectable_content:number_placeholders"", ""detectable_format:title"", ""length_constraints:nth_paragraph_first_word""]","[""{}"", ""{\""num_placeholders\"": 5}"", ""{}"", ""{\""first_word\"": \""platforms\"", \""num_paragraphs\"": 2, \""nth_paragraph\"": 1}""]",3350:18:en,0,English
